Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Document Type,Publication Stage,Access Type,Source,EID
"Girard A., Lichters M., Sarstedt M., Biswas D.",57208438416;56912444000;35957036000;24512149000;,Short- and Long-Term Effects of Nonconsciously Processed Ambient Scents in a Servicescape: Findings From Two Field Experiments,2019,Journal of Service Research,,,,,,,1,10.1177/1094670519842333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064814058&doi=10.1177%2f1094670519842333&partnerID=40&md5=e81e57db06343e0ee7a1b048953afa40,"Institute for Marketing, Faculty of Business Administration, Ludwig Maximilians University Munich, Munich, Germany; Department of Consumer Behavior, Faculty of Economics and Management, Otto von Guericke University Magdeburg, Magdeburg, Germany; Department of Marketing, Faculty of Economics and Management, Otto von Guericke University Magdeburg, Magdeburg, Germany; School of Business and Global Asia in the 21st Century Research Platform, Monash University Malaysia, Jalan Lagoon Selatan, Selangor, Malaysia; Muma College of Business, University of South Florida, Tampa, FL, United States","Girard, A., Institute for Marketing, Faculty of Business Administration, Ludwig Maximilians University Munich, Munich, Germany; Lichters, M., Department of Consumer Behavior, Faculty of Economics and Management, Otto von Guericke University Magdeburg, Magdeburg, Germany; Sarstedt, M., Department of Marketing, Faculty of Economics and Management, Otto von Guericke University Magdeburg, Magdeburg, Germany, School of Business and Global Asia in the 21st Century Research Platform, Monash University Malaysia, Jalan Lagoon Selatan, Selangor, Malaysia; Biswas, D., Muma College of Business, University of South Florida, Tampa, FL, United States",,,SAGE Publications Inc.,,,,,10946705,,,,Article,Article in Press,Open Access,Scopus,2-s2.0-85064814058
"Leong H.Y., Chang Y.-K., Ooi C.W., Law C.L., Julkifle A.L., Show P.L.",57201120165;7501844120;57044293800;8313433800;36680267200;47861451300;,Liquid biphasic electric partitioning system as a novel integration process for betacyanins extraction from red-purple pitaya and antioxidant properties assessment,2019,Frontiers in Chemistry,7,APR,201,,,,,10.3389/fchem.2019.00201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064665880&doi=10.3389%2ffchem.2019.00201&partnerID=40&md5=488fff22c33a7d5fcb92fcc4db296d52,"Bioseparation Research Group, Department of Chemical and Environmental Engineering, Faculty of Science and Engineering, University of Nottingham Malaysia, Semenyih, Malaysia; Department of Chemical Engineering, Graduate School of Biochemical Engineering, Ming Chi University of Technology, Taipei, Taiwan; Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Bandar Sunway, Malaysia; Department of Chemical and Environmental Engineering, Faculty of Science and Engineering, University of Nottingham Malaysia, Semenyih, Malaysia; Crops For the Future, Semenyih, Malaysia","Leong, H.Y., Bioseparation Research Group, Department of Chemical and Environmental Engineering, Faculty of Science and Engineering, University of Nottingham Malaysia, Semenyih, Malaysia; Chang, Y.-K., Department of Chemical Engineering, Graduate School of Biochemical Engineering, Ming Chi University of Technology, Taipei, Taiwan; Ooi, C.W., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Bandar Sunway, Malaysia; Law, C.L., Department of Chemical and Environmental Engineering, Faculty of Science and Engineering, University of Nottingham Malaysia, Semenyih, Malaysia; Julkifle, A.L., Crops For the Future, Semenyih, Malaysia; Show, P.L., Bioseparation Research Group, Department of Chemical and Environmental Engineering, Faculty of Science and Engineering, University of Nottingham Malaysia, Semenyih, Malaysia",,,Frontiers Media S.A.,,,,,22962646,,,,Article,Final,Open Access,Scopus,2-s2.0-85064665880
"Chan E.W.C., Wong S.K., Inoue T., Chan H.T.",13405144500;15836279500;57190167546;57188802907;,Phenolic constituents from the root bark of Morus alba with emphasis on morusin and its anti-cancer properties,2019,Journal of Chinese Pharmaceutical Sciences,28,2,,75,87,,,10.5246/jcps.2019.02.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064524523&doi=10.5246%2fjcps.2019.02.008&partnerID=40&md5=fe5d64536b0487a23b5416e5b8dc9a53,"Faculty of Applied Sciences, UCSI University, Cheras, Kuala Lumpur, 56000, Malaysia; School of Science, Monash University Sunway, Petaling Jaya, Selangor, 46150, Malaysia; Centre for Environmental Biology and Ecosystem Studies, National Institute for Environmental Studies (NIES), Onogawa, Tsukuba, 305-0053, Japan; Secretariat of the International Society for Mangrove Ecosystems, Faculty of Agriculture, University of the Ryukyus, Okinawa, 903-0129, Japan","Chan, E.W.C., Faculty of Applied Sciences, UCSI University, Cheras, Kuala Lumpur, 56000, Malaysia; Wong, S.K., School of Science, Monash University Sunway, Petaling Jaya, Selangor, 46150, Malaysia; Inoue, T., Centre for Environmental Biology and Ecosystem Studies, National Institute for Environmental Studies (NIES), Onogawa, Tsukuba, 305-0053, Japan; Chan, H.T., Secretariat of the International Society for Mangrove Ecosystems, Faculty of Agriculture, University of the Ryukyus, Okinawa, 903-0129, Japan",,,Journal of Chinese Pharmaceutical Science,,,,,10031057,,,,Review,Final,Open Access,Scopus,2-s2.0-85064524523
"Abubakar M.B., Tan H.L., Bhavaraju V.M.K., Gan S.H.",55513632400;54986336900;55214568100;57201784436;,Impact of CYP3A4 and CYP3A5 single nucleotide polymorphisms on anastrozole-associated adverse events among Malaysian breast cancer patients,2019,Asia-Pacific Journal of Molecular Biology and Biotechnology,27,1,,33,42,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063537544&partnerID=40&md5=0baaae121014fa3be1df671e8c4650f8,"Human Genome Centre, School of Medical Sciences, Universiti Sains Malaysia, Kubang Kerian, 16150, Malaysia; Department of Physiology, Faculty of Basic Medical Sciences, College of Health Sciences, Usmanu Danfodiyo University, PMB 2254, Sokoto, Nigeria; Department of Nuclear Medicine, Radiotherapy and Oncology, School of Medical Sciences, Universiti Sains Malaysia, Kubang Kerian, 16150, Malaysia; School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia","Abubakar, M.B., Human Genome Centre, School of Medical Sciences, Universiti Sains Malaysia, Kubang Kerian, 16150, Malaysia, Department of Physiology, Faculty of Basic Medical Sciences, College of Health Sciences, Usmanu Danfodiyo University, PMB 2254, Sokoto, Nigeria; Tan, H.L., Human Genome Centre, School of Medical Sciences, Universiti Sains Malaysia, Kubang Kerian, 16150, Malaysia; Bhavaraju, V.M.K., Department of Nuclear Medicine, Radiotherapy and Oncology, School of Medical Sciences, Universiti Sains Malaysia, Kubang Kerian, 16150, Malaysia; Gan, S.H., School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia",,,University of Malaya,,,,,1287451,,,,Article,Final,,Scopus,2-s2.0-85063537544
"Fu J.-Y., Maniam G., Wong F.-S., Tan D.M.-Y., Meganathan P., Chuah L.-H.",35740063500;57204908308;57208063279;56002495700;37091104600;55985806500;,CHAPTER 2: Tocotrienols: from Bench to Bedside,2019,"Food Chemistry, Function and Analysis",2019-January,11,,12,31,,,10.1039/9781788016216-00012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062937976&doi=10.1039%2f9781788016216-00012&partnerID=40&md5=7d73267ceb8250828c1c7aa8f7281805,"Nutrition Unit, Product Development and Advisory Services, Malaysian Palm Oil Board6 Persiaran Institusi, Bandar Baru Bangi, Kajang Selangor, 43000, Malaysia; Department of Pharmaceutical Chemistry, School of Pharmacy, International Medical University 126, Jalan Jalil Perkasa 19, Bukit Jalil, Kuala Lumpur, 57000, Malaysia; Department of Pharmacology, Faculty of Medicine, University of Malaya, Kuala Lumpur, 50603, Malaysia; School of Pharmacy, Monash University Malaysia Jalan Lagoon Selatan, Bandar Sunway Selangor, 47500, Malaysia; Advanced Engineering Platform, Monash University Malaysia Jalan Lagoon Selatan, Bandar Sunway Selangor, 47500, Malaysia","Fu, J.-Y., Nutrition Unit, Product Development and Advisory Services, Malaysian Palm Oil Board6 Persiaran Institusi, Bandar Baru Bangi, Kajang Selangor, 43000, Malaysia; Maniam, G., Nutrition Unit, Product Development and Advisory Services, Malaysian Palm Oil Board6 Persiaran Institusi, Bandar Baru Bangi, Kajang Selangor, 43000, Malaysia, Department of Pharmaceutical Chemistry, School of Pharmacy, International Medical University 126, Jalan Jalil Perkasa 19, Bukit Jalil, Kuala Lumpur, 57000, Malaysia; Wong, F.-S., Nutrition Unit, Product Development and Advisory Services, Malaysian Palm Oil Board6 Persiaran Institusi, Bandar Baru Bangi, Kajang Selangor, 43000, Malaysia, Department of Pharmacology, Faculty of Medicine, University of Malaya, Kuala Lumpur, 50603, Malaysia; Tan, D.M.-Y., Nutrition Unit, Product Development and Advisory Services, Malaysian Palm Oil Board6 Persiaran Institusi, Bandar Baru Bangi, Kajang Selangor, 43000, Malaysia, School of Pharmacy, Monash University Malaysia Jalan Lagoon Selatan, Bandar Sunway Selangor, 47500, Malaysia; Meganathan, P., Nutrition Unit, Product Development and Advisory Services, Malaysian Palm Oil Board6 Persiaran Institusi, Bandar Baru Bangi, Kajang Selangor, 43000, Malaysia, Department of Pharmacology, Faculty of Medicine, University of Malaya, Kuala Lumpur, 50603, Malaysia; Chuah, L.-H., School of Pharmacy, Monash University Malaysia Jalan Lagoon Selatan, Bandar Sunway Selangor, 47500, Malaysia, Advanced Engineering Platform, Monash University Malaysia Jalan Lagoon Selatan, Bandar Sunway Selangor, 47500, Malaysia",,,Royal Society of Chemistry,,,,,23980656,,,,Book Chapter,Final,,Scopus,2-s2.0-85062937976
"De Silva L., Fu J.-Y., Htar T.T., Muniyandy S., Kasbollah A., Wan Kamal W.H.B., Chuah L.-H.",57104816600;35740063500;6503856325;57206692741;15734168500;57201214496;55985806500;,"Characterization, optimization, and in vitro evaluation of Technetium-99m-labeled niosomes",2019,International Journal of Nanomedicine,14,,,1101,1117,,,10.2147/IJN.S184912,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062672443&doi=10.2147%2fIJN.S184912&partnerID=40&md5=ba3acf53bcfcd0a0aafeba9d542f8747,"School of Pharmacy, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia; Nutrition Unit, Malaysian Palm Oil Board, Bandar Baru Bangi, Selangor, Malaysia; Department of Pharmacy, Fatima College of Health Sciences, Al Ain, United Arab Emirates; Medical Technology Division, Malaysian Nuclear Agency, Bangi, Selangor, Malaysia; Advanced Engineering Platform, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia","De Silva, L., School of Pharmacy, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia; Fu, J.-Y., Nutrition Unit, Malaysian Palm Oil Board, Bandar Baru Bangi, Selangor, Malaysia; Htar, T.T., School of Pharmacy, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia; Muniyandy, S., Department of Pharmacy, Fatima College of Health Sciences, Al Ain, United Arab Emirates; Kasbollah, A., Medical Technology Division, Malaysian Nuclear Agency, Bangi, Selangor, Malaysia; Wan Kamal, W.H.B., Medical Technology Division, Malaysian Nuclear Agency, Bangi, Selangor, Malaysia; Chuah, L.-H., School of Pharmacy, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia, Advanced Engineering Platform, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia",,,Dove Medical Press Ltd.,,,,,11769114,,,30863048,Article,Final,Open Access,Scopus,2-s2.0-85062672443
"Partap U., Young E.H., Allotey P., Sandhu M.S., Reidpath D.D.",54984657800;57204936727;6603349204;7004012378;36004414800;,Characterisation and correlates of stunting among Malaysian children and adolescents aged 6-19 years,2019,"Global Health, Epidemiology and Genomics",4,, e2,,,,,10.1017/gheg.2019.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062523771&doi=10.1017%2fgheg.2019.1&partnerID=40&md5=e88fffb8e6e161135e8c3215520a66f1,"Department of Medicine, University of Cambridge, Cambridge, United Kingdom; Wellcome Sanger Institute, Hinxton, United Kingdom; United Nations University International Institute of Global Health (UNU-IIGH), Kuala Lumpur, Malaysia; Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia; South East Asia Community Observatory, Segamat, Malaysia","Partap, U., Department of Medicine, University of Cambridge, Cambridge, United Kingdom, Wellcome Sanger Institute, Hinxton, United Kingdom; Young, E.H., Department of Medicine, University of Cambridge, Cambridge, United Kingdom, Wellcome Sanger Institute, Hinxton, United Kingdom; Allotey, P., United Nations University International Institute of Global Health (UNU-IIGH), Kuala Lumpur, Malaysia, Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia; Sandhu, M.S., Department of Medicine, University of Cambridge, Cambridge, United Kingdom, Wellcome Sanger Institute, Hinxton, United Kingdom; Reidpath, D.D., Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Selangor, Malaysia, South East Asia Community Observatory, Segamat, Malaysia",,,Cambridge University Press,,,,,20544200,,,30886726,Article,Final,Open Access,Scopus,2-s2.0-85062523771
"Capone V., Joshanloo M., Park M.S.-A.",55778145652;23392506000;57189762686;,"Burnout, depression, efficacy beliefs, and work-related variables among school teachers",2019,International Journal of Educational Research,95,,,97,108,,,10.1016/j.ijer.2019.02.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061607315&doi=10.1016%2fj.ijer.2019.02.001&partnerID=40&md5=3062839882c2ed5fae7267bcc4f28529,"Department of Humanities, University of Naples “Federico II”, via Porta di Massa, 1, Naples, 80133, Italy; Department of Psychology, Keimyung University, 1095 Dalgubeol Boulevard, Dalseo-Gu, Daegu, 42601, South Korea; Department of Psychology, Monash University Malaysia Campus, Bandar Sunway, Malaysia; School of Social & Health Sciences, Leeds Trinity University, Horsforth, Leeds, United Kingdom","Capone, V., Department of Humanities, University of Naples “Federico II”, via Porta di Massa, 1, Naples, 80133, Italy; Joshanloo, M., Department of Psychology, Keimyung University, 1095 Dalgubeol Boulevard, Dalseo-Gu, Daegu, 42601, South Korea; Park, M.S.-A., Department of Psychology, Monash University Malaysia Campus, Bandar Sunway, Malaysia, School of Social & Health Sciences, Leeds Trinity University, Horsforth, Leeds, United Kingdom",,,Elsevier Ltd,,,,,8830355,,,,Article,Final,,Scopus,2-s2.0-85061607315
"Leong W.D., Lam H.L., Lim C.H., Tan C.P., Ponnambalam S.G.",57203369982;56220833800;55902279700;35086948100;7005929538;,Outcome based approach to lean and green manufacturing processing,2019,Chemical Engineering Transactions,72,,,361,366,,,10.3303/CET1972061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061448534&doi=10.3303%2fCET1972061&partnerID=40&md5=ee6bb4f446876653b5f1e5f73e286de6,"University of Nottingham Malaysia Campus, Dept. of Chemical Engineering, 43500, Jalan Broga, Selemyih, Selangor Darul Ehsan, Malaysia; Universiti Tunku Abdul Rahman, Sungai Long Campus, Jalan Sungai Long, Bandar Sungai Long, CherasSelangor  43000, Malaysia; Monash University Malaysia, School of Engineering, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan, 47500, Malaysia; University Malaysia Pahang, Faculty of Manufacturing Engineering, Pekan, Pahang Darul Makmur, 26600, Malaysia","Leong, W.D., University of Nottingham Malaysia Campus, Dept. of Chemical Engineering, 43500, Jalan Broga, Selemyih, Selangor Darul Ehsan, Malaysia; Lam, H.L., University of Nottingham Malaysia Campus, Dept. of Chemical Engineering, 43500, Jalan Broga, Selemyih, Selangor Darul Ehsan, Malaysia; Lim, C.H., Universiti Tunku Abdul Rahman, Sungai Long Campus, Jalan Sungai Long, Bandar Sungai Long, CherasSelangor  43000, Malaysia; Tan, C.P., Monash University Malaysia, School of Engineering, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan, 47500, Malaysia; Ponnambalam, S.G., University Malaysia Pahang, Faculty of Manufacturing Engineering, Pekan, Pahang Darul Makmur, 26600, Malaysia",,,Italian Association of Chemical Engineering - AIDIC,,,,,22839216,,,,Article,Final,,Scopus,2-s2.0-85061448534
"Aliero M.S., Ghani I., Qureshi K.N., Rohani M.F.",57189691429;56109105500;55781386200;24825686700;,An algorithm for detecting SQL injection vulnerability using black-box testing,2019,Journal of Ambient Intelligence and Humanized Computing,,,,,,,,10.1007/s12652-019-01235-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061248902&doi=10.1007%2fs12652-019-01235-z&partnerID=40&md5=0dbf98ae92a94f08e26365fb6e9f0149,"School of Information Technology, Monash University, Subang Jaya, Malaysia; Indiana University of PennsylvaniaIN, United States; Department of Computer Science, Bahria University, Islamabad, Pakistan; Faculty of Computing, Universiti Teknologi, Johor Bahru, Malaysia","Aliero, M.S., School of Information Technology, Monash University, Subang Jaya, Malaysia; Ghani, I., Indiana University of PennsylvaniaIN, United States; Qureshi, K.N., Department of Computer Science, Bahria University, Islamabad, Pakistan; Rohani, M.F., Faculty of Computing, Universiti Teknologi, Johor Bahru, Malaysia",,,Springer Verlag,,,,,18685137,,,,Article,Article in Press,,Scopus,2-s2.0-85061248902
"Choo M.-Y., Juan J.C., Oi L.E., Ling T.C., Ng E.-P., Rahman Noorsaadah A., Centi G., Lee K.T.",57192093505;56068042700;57192104411;57203885878;23486706600;57205703316;35413314000;8675851300;,The role of nanosized zeolite y in the H 2 -free catalytic deoxygenation of triolein,2019,Catalysis Science and Technology,9,3,,772,782,,1,10.1039/c8cy01877d,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061174360&doi=10.1039%2fc8cy01877d&partnerID=40&md5=db0adb2301836180b950d4c69011f977,"Nanotechnology and Catalysis Research Center (NANOCAT), University of Malaya, Kuala Lumpur, 50603, Malaysia; Institute of Biological Sciences, Faculty of Science, University of Malaya, Kuala Lumpur, 50603, Malaysia; School of Chemical Sciences, Universiti Sains Malaysia, Penang, 11800 USM, Malaysia; Monash University, Sunway Campus Jalan Lagoon Selatan, Bandar Sunway Selangor, 46150, Malaysia; Department of Chemistry, Faculty of Science, University of Malaya, Kuala Lumpur, 50603, Malaysia; University of Messina, ERIC Aisbl and CASPE/INSTM, Departments ChiBioFarAm and MIFT, viale F. Stagno d'Alcontres 31, Messina, 98166, Italy; School of Chemical Engineering, Universiti Sains Malaysia, Nibong Tebal, Penang, 14300, Malaysia","Choo, M.-Y., Nanotechnology and Catalysis Research Center (NANOCAT), University of Malaya, Kuala Lumpur, 50603, Malaysia, Institute of Biological Sciences, Faculty of Science, University of Malaya, Kuala Lumpur, 50603, Malaysia, School of Chemical Sciences, Universiti Sains Malaysia, Penang, 11800 USM, Malaysia; Juan, J.C., Nanotechnology and Catalysis Research Center (NANOCAT), University of Malaya, Kuala Lumpur, 50603, Malaysia, Monash University, Sunway Campus Jalan Lagoon Selatan, Bandar Sunway Selangor, 46150, Malaysia; Oi, L.E., Nanotechnology and Catalysis Research Center (NANOCAT), University of Malaya, Kuala Lumpur, 50603, Malaysia; Ling, T.C., Institute of Biological Sciences, Faculty of Science, University of Malaya, Kuala Lumpur, 50603, Malaysia; Ng, E.-P., School of Chemical Sciences, Universiti Sains Malaysia, Penang, 11800 USM, Malaysia; Rahman Noorsaadah, A., Department of Chemistry, Faculty of Science, University of Malaya, Kuala Lumpur, 50603, Malaysia; Centi, G., University of Messina, ERIC Aisbl and CASPE/INSTM, Departments ChiBioFarAm and MIFT, viale F. Stagno d'Alcontres 31, Messina, 98166, Italy; Lee, K.T., School of Chemical Engineering, Universiti Sains Malaysia, Nibong Tebal, Penang, 14300, Malaysia",,,Royal Society of Chemistry,,,,,20444753,,CSTAG,,Article,Final,,Scopus,2-s2.0-85061174360
"Sharif O., Hasan M.Z., Kurniasari F., Hermawan A., Gunardi A.",57205095996;57206991698;57203761274;57200368601;57191667735;,Productivity and efficiency analysis using DEA: Evidence from financial companies listed in bursa Malaysia,2019,Management Science Letters,9,2,,301,312,,1,10.5267/j.msl.2018.11.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058569230&doi=10.5267%2fj.msl.2018.11.010&partnerID=40&md5=b0c86c4b084fea94c547f51d394a3850,"Daffodil International University, Dhaka, Bangladesh; Monash University Malaysia, Bandar Sunway, Malaysia; Universitas Multimedia Nusantara, Tangerang, Indonesia; Universitas Pasundan, Bandung, Indonesia","Sharif, O., Daffodil International University, Dhaka, Bangladesh; Hasan, M.Z., Monash University Malaysia, Bandar Sunway, Malaysia; Kurniasari, F., Universitas Multimedia Nusantara, Tangerang, Indonesia; Hermawan, A., Universitas Pasundan, Bandung, Indonesia; Gunardi, A., Universitas Pasundan, Bandung, Indonesia",,,Growing Science,,,,,19239335,,,,Article,Final,Open Access,Scopus,2-s2.0-85058569230
"Liu J.X., Liang N.G., Soh A.K.",27167716100;57203899214;7006795203;,Modeling of progressive failures in quasi-brittle media based on a temporal stress-redistribution mechanism,2019,Applied Mathematical Modelling,65,,,464,488,,,10.1016/j.apm.2018.08.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053436755&doi=10.1016%2fj.apm.2018.08.037&partnerID=40&md5=9a8e605ada776aed6af47a7df6114255,"Faculty of Civil Engineering and Mechanics, Jiangsu University, Xuefu Road 301, Zhenjiang, Jiangsu  212013, China; State key laboratory of Nonlinear Mechanics, Institute of Mechanics, Chinese Academy of Sciences, Beijing, 100190, China; School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia","Liu, J.X., Faculty of Civil Engineering and Mechanics, Jiangsu University, Xuefu Road 301, Zhenjiang, Jiangsu  212013, China; Liang, N.G., State key laboratory of Nonlinear Mechanics, Institute of Mechanics, Chinese Academy of Sciences, Beijing, 100190, China; Soh, A.K., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia",,,Elsevier Inc.,,,,,0307904X,,AMMOD,,Article,Final,,Scopus,2-s2.0-85053436755
"Chongmelaxme B., Lee S., Dhippayom T., Saokaew S., Chaiyakunapruk N., Dilokthornsakul P.",57190848699;35201185800;15050177600;34969613100;14015058100;46061811100;,The Effects of Telemedicine on Asthma Control and Patients' Quality of Life in Adults: A Systematic Review and Meta-analysis,2019,Journal of Allergy and Clinical Immunology: In Practice,7,1,,199,2.16E+13,,2,10.1016/j.jaip.2018.07.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052137096&doi=10.1016%2fj.jaip.2018.07.015&partnerID=40&md5=6f27a296bafcfe3a481e4742a13339e5,"Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand; School of Pharmacy, Monash University Malaysia, Selangor, Malaysia; Asian Centre for Evidence Synthesis in Population, Implementation and Clinical Outcomes (PICO), Health and Well-being Cluster, Global Asia in the 21st Century (GA21) Platform, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia; Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand; Center of Health Outcomes Research and Therapeutic Safety (Cohorts), School of Pharmaceutical Sciences, University of PhayaoPhayao, Thailand; School of Pharmacy, University of Wisconsin, Madison, Wis, United States","Chongmelaxme, B., Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand; Lee, S., School of Pharmacy, Monash University Malaysia, Selangor, Malaysia, Asian Centre for Evidence Synthesis in Population, Implementation and Clinical Outcomes (PICO), Health and Well-being Cluster, Global Asia in the 21st Century (GA21) Platform, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia; Dhippayom, T., Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand; Saokaew, S., Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand, School of Pharmacy, Monash University Malaysia, Selangor, Malaysia, Center of Health Outcomes Research and Therapeutic Safety (Cohorts), School of Pharmaceutical Sciences, University of PhayaoPhayao, Thailand; Chaiyakunapruk, N., Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand, School of Pharmacy, Monash University Malaysia, Selangor, Malaysia, Asian Centre for Evidence Synthesis in Population, Implementation and Clinical Outcomes (PICO), Health and Well-being Cluster, Global Asia in the 21st Century (GA21) Platform, Monash University Malaysia, Bandar Sunway, Selangor, Malaysia, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand, School of Pharmacy, University of Wisconsin, Madison, Wis, United States; Dilokthornsakul, P., Center of Pharmaceutical Outcomes Research, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand, Department of Pharmacy Practice, Faculty of Pharmaceutical Sciences, Naresuan University, Phitsanulok, Thailand",,,"American Academy of Allergy, Asthma and Immunology",,,,,22132198,,,30055283,Article,Final,,Scopus,2-s2.0-85052137096
"Thatcher A., Waterson P., Todd A., Yeow P.H.P.",55884519600;6701856428;37662227100;6602443182;,The Way Forward for Human Factors/Ergonomics and Sustainability,2019,Advances in Intelligent Systems and Computing,825,,,616,625,,,10.1007/978-3-319-96068-5_67,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052126476&doi=10.1007%2f978-3-319-96068-5_67&partnerID=40&md5=e60002f120138d274ef1c4f573e01a71,"University of the Witwatersrand, Johannesburg, WITS 2050, South Africa; Human Factors and Complex Systems Group, Loughborough University, Loughborough, United Kingdom; Rhodes University, Grahamstown, 6140, South Africa; Monash University Malaysia, Selangor, Malaysia","Thatcher, A., University of the Witwatersrand, Johannesburg, WITS 2050, South Africa; Waterson, P., Human Factors and Complex Systems Group, Loughborough University, Loughborough, United Kingdom; Todd, A., Rhodes University, Grahamstown, 6140, South Africa; Yeow, P.H.P., Monash University Malaysia, Selangor, Malaysia",Bagnara S.Fujita Y.Tartaglia R.Albolino S.Alexander T.,,Springer Verlag,"20th Congress of the International Ergonomics Association, IEA 2018",26 August 2018 through 30 August 2018,,216789,21945357,9.78332E+12,,,Conference Paper,Final,,Scopus,2-s2.0-85052126476
"Kong S.Y., Yang X., Paul S.C., Wong L.S., Šavija B.",57208875766;57208653407;55789394500;55504782500;55387253400;,Thermal response of mortar panels with different forms of macro-encapsulated phase change materials: A finite element study,2019,Energies,12,13,2636,,,,,10.3390/en12132636,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068875035&doi=10.3390%2fen12132636&partnerID=40&md5=d3deb8262986d9f16650424cd107049f,"School of Engineering, Monash University Malaysia, Bandar Sunway, 47500, Malaysia; Department of Civil Engineering, Monash University, Clayton, VIC  3800, Australia; Department of Civil Engineering, Universiti Tenaga Nasional, Kajang, 43000, Malaysia; Microlab, Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, 2628CN, Netherlands","Kong, S.Y., School of Engineering, Monash University Malaysia, Bandar Sunway, 47500, Malaysia; Yang, X., Department of Civil Engineering, Monash University, Clayton, VIC  3800, Australia; Paul, S.C., School of Engineering, Monash University Malaysia, Bandar Sunway, 47500, Malaysia; Wong, L.S., Department of Civil Engineering, Universiti Tenaga Nasional, Kajang, 43000, Malaysia; Šavija, B., Microlab, Faculty of Civil Engineering and Geosciences, Delft University of Technology, Delft, 2628CN, Netherlands",,,MDPI AG,,,,,19961073,,,,Article,Final,Open Access,Scopus,2-s2.0-85068875035
